Year,country_name,cn,Regime,Regime Type,Phi0,Phi1,current_phi,Country,adv,emg,lid,g7,g20,adv_g20,emg_g20,ea,emg_mi_asia,emg_mi_europe,emg_mi_lam,emg_mi_n_africa,emg_mi_africa,lidc_asis,lidc_lam,lidc_sub_africa,lidc,lidc_oil,oil
2004,austria,122,1,Unit root,-0.011138482,-0.141345736,-0.141345736,Austria,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,austria,122,1,Unit root,-0.011138482,-0.141345736,-0.141345736,Austria,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,austria,122,1,Unit root,-0.011138482,-0.141345736,-0.141345736,Austria,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,austria,122,0,Unit root,-0.011138482,-0.141345736,-0.011138482,Austria,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2008,austria,122,0,Unit root,-0.011138482,-0.141345736,-0.011138482,Austria,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,austria,122,0,Unit root,-0.011138482,-0.141345736,-0.011138482,Austria,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,austria,122,0,Unit root,-0.011138482,-0.141345736,-0.011138482,Austria,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,austria,122,0,Unit root,-0.011138482,-0.141345736,-0.011138482,Austria,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,austria,122,0,Unit root,-0.011138482,-0.141345736,-0.011138482,Austria,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,austria,122,0,Unit root,-0.011138482,-0.141345736,-0.011138482,Austria,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,austria,122,0,Unit root,-0.011138482,-0.141345736,-0.011138482,Austria,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,austria,122,0,Unit root,-0.011138482,-0.141345736,-0.011138482,Austria,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,austria,122,0,Unit root,-0.011138482,-0.141345736,-0.011138482,Austria,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,austria,122,0,Unit root,-0.011138482,-0.141345736,-0.011138482,Austria,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,austria,122,0,Unit root,-0.011138482,-0.141345736,-0.011138482,Austria,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,austria,122,0,Unit root,-0.011138482,-0.141345736,-0.011138482,Austria,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,austria,122,0,Unit root,-0.011138482,-0.141345736,-0.011138482,Austria,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021,austria,122,0,Unit root,-0.011138482,-0.141345736,-0.011138482,Austria,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022,austria,122,1,Unit root,-0.011138482,-0.141345736,-0.141345736,Austria,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,austria,122,0,Unit root,-0.011138482,-0.141345736,-0.011138482,Austria,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,austria,122,0,Unit root,-0.011138482,-0.141345736,-0.011138482,Austria,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1996,belarus,913,1,Unit root,-0.703185602,0.067309502,0.067309502,Belarus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,belarus,913,1,Unit root,-0.703185602,0.067309502,0.067309502,Belarus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,belarus,913,1,Unit root,-0.703185602,0.067309502,0.067309502,Belarus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,belarus,913,1,Unit root,-0.703185602,0.067309502,0.067309502,Belarus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,belarus,913,1,Unit root,-0.703185602,0.067309502,0.067309502,Belarus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,belarus,913,1,Unit root,-0.703185602,0.067309502,0.067309502,Belarus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,belarus,913,1,Unit root,-0.703185602,0.067309502,0.067309502,Belarus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,belarus,913,1,Unit root,-0.703185602,0.067309502,0.067309502,Belarus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,belarus,913,1,Unit root,-0.703185602,0.067309502,0.067309502,Belarus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,belarus,913,1,Unit root,-0.703185602,0.067309502,0.067309502,Belarus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,belarus,913,1,Unit root,-0.703185602,0.067309502,0.067309502,Belarus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,belarus,913,0,Stationary,-0.703185602,0.067309502,-0.703185602,Belarus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,belarus,913,0,Stationary,-0.703185602,0.067309502,-0.703185602,Belarus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,belarus,913,0,Stationary,-0.703185602,0.067309502,-0.703185602,Belarus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,belarus,913,1,Unit root,-0.703185602,0.067309502,0.067309502,Belarus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,belarus,913,1,Unit root,-0.703185602,0.067309502,0.067309502,Belarus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,belarus,913,0,Stationary,-0.703185602,0.067309502,-0.703185602,Belarus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,belarus,913,1,Unit root,-0.703185602,0.067309502,0.067309502,Belarus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,belarus,913,1,Unit root,-0.703185602,0.067309502,0.067309502,Belarus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,belarus,913,1,Unit root,-0.703185602,0.067309502,0.067309502,Belarus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,belarus,913,1,Unit root,-0.703185602,0.067309502,0.067309502,Belarus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,belarus,913,1,Unit root,-0.703185602,0.067309502,0.067309502,Belarus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,belarus,913,1,Unit root,-0.703185602,0.067309502,0.067309502,Belarus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,belarus,913,0,Stationary,-0.703185602,0.067309502,-0.703185602,Belarus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,belarus,913,0,Stationary,-0.703185602,0.067309502,-0.703185602,Belarus,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,belgium,124,0,Stationary,-1.587132782,-0.150121895,-1.587132782,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1996,belgium,124,0,Stationary,-1.587132782,-0.150121895,-1.587132782,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1997,belgium,124,0,Stationary,-1.587132782,-0.150121895,-1.587132782,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1998,belgium,124,0,Stationary,-1.587132782,-0.150121895,-1.587132782,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1999,belgium,124,0,Stationary,-1.587132782,-0.150121895,-1.587132782,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000,belgium,124,0,Stationary,-1.587132782,-0.150121895,-1.587132782,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001,belgium,124,0,Stationary,-1.587132782,-0.150121895,-1.587132782,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,belgium,124,0,Stationary,-1.587132782,-0.150121895,-1.587132782,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2003,belgium,124,0,Stationary,-1.587132782,-0.150121895,-1.587132782,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,belgium,124,0,Stationary,-1.587132782,-0.150121895,-1.587132782,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,belgium,124,0,Stationary,-1.587132782,-0.150121895,-1.587132782,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,belgium,124,0,Stationary,-1.587132782,-0.150121895,-1.587132782,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,belgium,124,1,Stationary,-1.587132782,-0.150121895,-0.150121895,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2008,belgium,124,1,Stationary,-1.587132782,-0.150121895,-0.150121895,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,belgium,124,1,Stationary,-1.587132782,-0.150121895,-0.150121895,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,belgium,124,1,Stationary,-1.587132782,-0.150121895,-0.150121895,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,belgium,124,1,Stationary,-1.587132782,-0.150121895,-0.150121895,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,belgium,124,1,Stationary,-1.587132782,-0.150121895,-0.150121895,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,belgium,124,1,Stationary,-1.587132782,-0.150121895,-0.150121895,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,belgium,124,0,Stationary,-1.587132782,-0.150121895,-1.587132782,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,belgium,124,1,Stationary,-1.587132782,-0.150121895,-0.150121895,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,belgium,124,1,Stationary,-1.587132782,-0.150121895,-0.150121895,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,belgium,124,1,Stationary,-1.587132782,-0.150121895,-0.150121895,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,belgium,124,1,Stationary,-1.587132782,-0.150121895,-0.150121895,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,belgium,124,1,Stationary,-1.587132782,-0.150121895,-0.150121895,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,belgium,124,1,Stationary,-1.587132782,-0.150121895,-0.150121895,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021,belgium,124,1,Stationary,-1.587132782,-0.150121895,-0.150121895,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022,belgium,124,1,Stationary,-1.587132782,-0.150121895,-0.150121895,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,belgium,124,1,Stationary,-1.587132782,-0.150121895,-0.150121895,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,belgium,124,0,Stationary,-1.587132782,-0.150121895,-1.587132782,Belgium,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1985,bolivia,218,1,Stationary,-0.224751115,-0.241234361,-0.241234361,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1986,bolivia,218,1,Stationary,-0.224751115,-0.241234361,-0.241234361,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1987,bolivia,218,1,Stationary,-0.224751115,-0.241234361,-0.241234361,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1988,bolivia,218,1,Stationary,-0.224751115,-0.241234361,-0.241234361,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1989,bolivia,218,1,Stationary,-0.224751115,-0.241234361,-0.241234361,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1990,bolivia,218,1,Stationary,-0.224751115,-0.241234361,-0.241234361,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1991,bolivia,218,1,Stationary,-0.224751115,-0.241234361,-0.241234361,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1992,bolivia,218,1,Stationary,-0.224751115,-0.241234361,-0.241234361,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1993,bolivia,218,1,Stationary,-0.224751115,-0.241234361,-0.241234361,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1994,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1995,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1996,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1997,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1998,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1999,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2000,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2001,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2002,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2003,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2004,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2005,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2007,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2008,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2009,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2011,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2013,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2019,bolivia,218,0,Unit root,-0.224751115,-0.241234361,-0.224751115,Bolivia,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2010,bosnia and herzegovina,963,1,Unit root,-0.232713292,-0.486825762,-0.486825762,Bosnia and Herzegovina,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,bosnia and herzegovina,963,1,Unit root,-0.232713292,-0.486825762,-0.486825762,Bosnia and Herzegovina,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,bosnia and herzegovina,963,1,Unit root,-0.232713292,-0.486825762,-0.486825762,Bosnia and Herzegovina,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,bosnia and herzegovina,963,1,Unit root,-0.232713292,-0.486825762,-0.486825762,Bosnia and Herzegovina,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,bosnia and herzegovina,963,1,Unit root,-0.232713292,-0.486825762,-0.486825762,Bosnia and Herzegovina,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,bosnia and herzegovina,963,0,Unit root,-0.232713292,-0.486825762,-0.232713292,Bosnia and Herzegovina,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,bosnia and herzegovina,963,0,Unit root,-0.232713292,-0.486825762,-0.232713292,Bosnia and Herzegovina,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,bosnia and herzegovina,963,0,Unit root,-0.232713292,-0.486825762,-0.232713292,Bosnia and Herzegovina,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,bosnia and herzegovina,963,0,Unit root,-0.232713292,-0.486825762,-0.232713292,Bosnia and Herzegovina,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,bosnia and herzegovina,963,0,Unit root,-0.232713292,-0.486825762,-0.232713292,Bosnia and Herzegovina,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,bosnia and herzegovina,963,0,Unit root,-0.232713292,-0.486825762,-0.232713292,Bosnia and Herzegovina,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,bosnia and herzegovina,963,0,Unit root,-0.232713292,-0.486825762,-0.232713292,Bosnia and Herzegovina,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,bosnia and herzegovina,963,0,Unit root,-0.232713292,-0.486825762,-0.232713292,Bosnia and Herzegovina,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,bosnia and herzegovina,963,0,Unit root,-0.232713292,-0.486825762,-0.232713292,Bosnia and Herzegovina,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,bosnia and herzegovina,963,0,Unit root,-0.232713292,-0.486825762,-0.232713292,Bosnia and Herzegovina,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1979,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1980,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1981,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1982,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1983,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1984,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1985,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1986,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1987,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1988,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1989,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1990,brazil,223,0,Stationary,-0.202731167,-0.439101501,-0.202731167,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1991,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1992,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1993,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1994,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1995,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1996,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1997,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1998,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1999,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2000,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2001,brazil,223,0,Stationary,-0.202731167,-0.439101501,-0.202731167,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2002,brazil,223,0,Stationary,-0.202731167,-0.439101501,-0.202731167,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2003,brazil,223,0,Stationary,-0.202731167,-0.439101501,-0.202731167,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2004,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2005,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2006,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2007,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2008,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2009,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2010,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2011,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2012,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2013,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2014,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2015,brazil,223,1,Stationary,-0.202731167,-0.439101501,-0.439101501,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2016,brazil,223,0,Stationary,-0.202731167,-0.439101501,-0.202731167,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2017,brazil,223,0,Stationary,-0.202731167,-0.439101501,-0.202731167,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2018,brazil,223,0,Stationary,-0.202731167,-0.439101501,-0.202731167,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2019,brazil,223,0,Stationary,-0.202731167,-0.439101501,-0.202731167,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2020,brazil,223,0,Stationary,-0.202731167,-0.439101501,-0.202731167,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2021,brazil,223,0,Stationary,-0.202731167,-0.439101501,-0.202731167,Brazil,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
