Year,country_name,cn,Regime,Regime Type,Phi0,Phi1,current_phi,Country,adv,emg,lid,g7,g20,adv_g20,emg_g20,ea,emg_mi_asia,emg_mi_europe,emg_mi_lam,emg_mi_n_africa,emg_mi_africa,lidc_asis,lidc_lam,lidc_sub_africa,lidc,lidc_oil,oil
1984,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1985,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1986,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1987,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1988,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1989,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1990,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1991,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1992,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1993,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1994,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1995,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1996,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1997,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1998,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1999,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2000,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2001,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2002,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2003,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2004,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2005,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2006,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2007,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2008,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2009,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2010,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2011,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2012,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2013,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2014,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2015,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2016,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2017,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2018,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2019,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2020,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2021,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2022,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2023,south africa,199,1,Unit root,-0.13964464,-0.163895163,-0.163895163,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2024,south africa,199,0,Stationary,-0.13964464,-0.163895163,-0.13964464,South Africa,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1975,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1976,spain,184,1,Unit root,-0.179247339,-0.035154009,-0.035154009,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1977,spain,184,1,Unit root,-0.179247339,-0.035154009,-0.035154009,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1978,spain,184,1,Unit root,-0.179247339,-0.035154009,-0.035154009,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1979,spain,184,1,Unit root,-0.179247339,-0.035154009,-0.035154009,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1980,spain,184,1,Unit root,-0.179247339,-0.035154009,-0.035154009,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1981,spain,184,1,Unit root,-0.179247339,-0.035154009,-0.035154009,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1982,spain,184,1,Unit root,-0.179247339,-0.035154009,-0.035154009,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1983,spain,184,1,Unit root,-0.179247339,-0.035154009,-0.035154009,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1984,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1985,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1986,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1987,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1988,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1989,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1990,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1991,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1992,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1993,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1994,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1995,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1996,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1997,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1998,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1999,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2000,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2001,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2002,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2003,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2004,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2005,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2007,spain,184,1,Unit root,-0.179247339,-0.035154009,-0.035154009,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2008,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2009,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2010,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2011,spain,184,1,Unit root,-0.179247339,-0.035154009,-0.035154009,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012,spain,184,1,Unit root,-0.179247339,-0.035154009,-0.035154009,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2013,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2015,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2016,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2017,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2019,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2022,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2023,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024,spain,184,0,Unit root,-0.179247339,-0.035154009,-0.179247339,Spain,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1977,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,sri lanka,524,1,Stationary,-0.546855412,-1.1754554,-1.1754554,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,sri lanka,524,1,Stationary,-0.546855412,-1.1754554,-1.1754554,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,sri lanka,524,1,Stationary,-0.546855412,-1.1754554,-1.1754554,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,sri lanka,524,1,Stationary,-0.546855412,-1.1754554,-1.1754554,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,sri lanka,524,1,Stationary,-0.546855412,-1.1754554,-1.1754554,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,sri lanka,524,1,Stationary,-0.546855412,-1.1754554,-1.1754554,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,sri lanka,524,1,Stationary,-0.546855412,-1.1754554,-1.1754554,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,sri lanka,524,1,Stationary,-0.546855412,-1.1754554,-1.1754554,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,sri lanka,524,1,Stationary,-0.546855412,-1.1754554,-1.1754554,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,sri lanka,524,1,Stationary,-0.546855412,-1.1754554,-1.1754554,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,sri lanka,524,0,Stationary,-0.546855412,-1.1754554,-0.546855412,Sri Lanka,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1978,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1979,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,sweden,144,1,Unit root,-0.017642269,-0.043883168,-0.043883168,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,sweden,144,0,Unit root,-0.017642269,-0.043883168,-0.017642269,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,sweden,144,0,Unit root,-0.017642269,-0.043883168,-0.017642269,Sweden,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
