date,ccode,cn,country,pct_cab,source,quarter,year,month,idc,ldc,emg,eap,eca,mena,sa,we,na,ssa,lac,oil,emg2,fc,ez,euro_start
7/1/1980,FIN,172,Finland,-3.2215549,4,1980q3,1980,246,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10/1/1980,FIN,172,Finland,-1.1735436,4,1980q4,1980,249,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1/1/1981,FIN,172,Finland,0.19345901,4,1981q1,1981,252,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4/1/1981,FIN,172,Finland,-0.95018367,4,1981q2,1981,255,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7/1/1981,FIN,172,Finland,-0.76042079,4,1981q3,1981,258,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10/1/1981,FIN,172,Finland,-0.83487232,4,1981q4,1981,261,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1/1/1982,FIN,172,Finland,0.20464633,4,1982q1,1982,264,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4/1/1982,FIN,172,Finland,-0.81484888,4,1982q2,1982,267,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7/1/1982,FIN,172,Finland,-1.8754148,4,1982q3,1982,270,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10/1/1982,FIN,172,Finland,-2.8155803,4,1982q4,1982,273,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1/1/1983,FIN,172,Finland,-2.2508727,4,1983q1,1983,276,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4/1/1983,FIN,172,Finland,-1.6808019,4,1983q2,1983,279,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7/1/1983,FIN,172,Finland,-1.8315804,4,1983q3,1983,282,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10/1/1983,FIN,172,Finland,-1.3266465,4,1983q4,1983,285,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1/1/1984,FIN,172,Finland,0.56745793,4,1984q1,1984,288,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4/1/1984,FIN,172,Finland,-0.13068543,4,1984q2,1984,291,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7/1/1984,FIN,172,Finland,-0.60288874,4,1984q3,1984,294,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10/1/1984,FIN,172,Finland,0.26945442,4,1984q4,1984,297,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1/1/1985,FIN,172,Finland,-0.96287907,4,1985q1,1985,300,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4/1/1985,FIN,172,Finland,-0.80082896,4,1985q2,1985,303,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7/1/1985,FIN,172,Finland,0.13162142,4,1985q3,1985,306,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10/1/1985,FIN,172,Finland,-2.7883327,4,1985q4,1985,309,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1/1/1986,FIN,172,Finland,-2.758906,4,1986q1,1986,312,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4/1/1986,FIN,172,Finland,-0.40883453,4,1986q2,1986,315,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7/1/1986,FIN,172,Finland,-1.133963,4,1986q3,1986,318,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10/1/1986,FIN,172,Finland,0.70761915,4,1986q4,1986,321,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1/1/1987,FIN,172,Finland,-1.6748776,4,1987q1,1987,324,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4/1/1987,FIN,172,Finland,-1.6609463,4,1987q2,1987,327,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7/1/1987,FIN,172,Finland,-0.72353066,4,1987q3,1987,330,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10/1/1987,FIN,172,Finland,-2.5115348,4,1987q4,1987,333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1/1/1988,FIN,172,Finland,-1.6764526,4,1988q1,1988,336,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4/1/1988,FIN,172,Finland,-2.2151548,4,1988q2,1988,339,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7/1/1988,FIN,172,Finland,-3.3051582,4,1988q3,1988,342,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10/1/1988,FIN,172,Finland,-1.4002883,4,1988q4,1988,345,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1/1/1989,FIN,172,Finland,-2.2820215,4,1989q1,1989,348,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4/1/1989,FIN,172,Finland,-3.8953316,4,1989q2,1989,351,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7/1/1989,FIN,172,Finland,-5.0385503,4,1989q3,1989,354,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10/1/1989,FIN,172,Finland,-4.6860203,4,1989q4,1989,357,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1/1/1990,FIN,172,Finland,-3.2609667,4,1990q1,1990,360,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4/1/1990,FIN,172,Finland,-4.2993504,4,1990q2,1990,363,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7/1/1990,FIN,172,Finland,-4.3645419,4,1990q3,1990,366,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10/1/1990,FIN,172,Finland,-4.9433357,4,1990q4,1990,369,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1/1/1991,FIN,172,Finland,-4.9929519,4,1991q1,1991,372,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4/1/1991,FIN,172,Finland,-4.9293905,4,1991q2,1991,375,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7/1/1991,FIN,172,Finland,-3.8127777,4,1991q3,1991,378,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10/1/1991,FIN,172,Finland,-4.820056,4,1991q4,1991,381,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1/1/1992,FIN,172,Finland,-5.3587675,4,1992q1,1992,384,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4/1/1992,FIN,172,Finland,-4.8468901,4,1992q2,1992,387,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7/1/1992,FIN,172,Finland,-4.1251948,4,1992q3,1992,390,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10/1/1992,FIN,172,Finland,-4.1801816,4,1992q4,1992,393,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1/1/1993,FIN,172,Finland,-4.667025,4,1993q1,1993,396,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4/1/1993,FIN,172,Finland,-2.1070153,4,1993q2,1993,399,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7/1/1993,FIN,172,Finland,-0.34421799,4,1993q3,1993,402,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10/1/1993,FIN,172,Finland,0.77064869,4,1993q4,1993,405,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1/1/1994,FIN,172,Finland,1.0832871,4,1994q1,1994,408,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4/1/1994,FIN,172,Finland,1.7446298,4,1994q2,1994,411,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7/1/1994,FIN,172,Finland,2.0687776,4,1994q3,1994,414,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10/1/1994,FIN,172,Finland,-0.40950653,4,1994q4,1994,417,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1/1/1995,FIN,172,Finland,4.895423,1,1995q1,1995,420,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4/1/1995,FIN,172,Finland,3.887723,1,1995q2,1995,423,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7/1/1995,FIN,172,Finland,3.720242,1,1995q3,1995,426,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10/1/1995,FIN,172,Finland,4.149914,1,1995q4,1995,429,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1/1/1996,FIN,172,Finland,4.170078,1,1996q1,1996,432,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4/1/1996,FIN,172,Finland,4.117079,1,1996q2,1996,435,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7/1/1996,FIN,172,Finland,4.261399,1,1996q3,1996,438,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10/1/1996,FIN,172,Finland,2.9196,1,1996q4,1996,441,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1/1/1997,FIN,172,Finland,3.984279,1,1997q1,1997,444,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4/1/1997,FIN,172,Finland,4.934908,1,1997q2,1997,447,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7/1/1997,FIN,172,Finland,5.441273,1,1997q3,1997,450,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10/1/1997,FIN,172,Finland,6.135689,1,1997q4,1997,453,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1/1/1998,FIN,172,Finland,4.648374,1,1998q1,1998,456,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4/1/1998,FIN,172,Finland,5.712809,1,1998q2,1998,459,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7/1/1998,FIN,172,Finland,4.535039,1,1998q3,1998,462,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10/1/1998,FIN,172,Finland,5.562726,1,1998q4,1998,465,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1/1/1999,FIN,172,Finland,1.999952,1,1999q1,1999,468,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4/1/1999,FIN,172,Finland,6.402852,1,1999q2,1999,471,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/1999,FIN,172,Finland,5.31351,1,1999q3,1999,474,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/1999,FIN,172,Finland,5.929882,1,1999q4,1999,477,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2000,FIN,172,Finland,6.575613,1,2000q1,2000,480,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2000,FIN,172,Finland,7.077314,1,2000q2,2000,483,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2000,FIN,172,Finland,9.127473,1,2000q3,2000,486,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2000,FIN,172,Finland,6.160552,1,2000q4,2000,489,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2001,FIN,172,Finland,8.297106,1,2001q1,2001,492,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2001,FIN,172,Finland,7.94347,1,2001q2,2001,495,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2001,FIN,172,Finland,8.101281,1,2001q3,2001,498,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2001,FIN,172,Finland,8.243198,1,2001q4,2001,501,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2002,FIN,172,Finland,8.290369,1,2002q1,2002,504,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2002,FIN,172,Finland,7.786219,1,2002q2,2002,507,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2002,FIN,172,Finland,8.666006,1,2002q3,2002,510,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2002,FIN,172,Finland,7.667411,1,2002q4,2002,513,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2003,FIN,172,Finland,4.60785,1,2003q1,2003,516,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2003,FIN,172,Finland,5.662157,1,2003q2,2003,519,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2003,FIN,172,Finland,4.865991,1,2003q3,2003,522,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2003,FIN,172,Finland,3.587754,1,2003q4,2003,525,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2004,FIN,172,Finland,5.580541,1,2004q1,2004,528,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2004,FIN,172,Finland,4.794209,1,2004q2,2004,531,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2004,FIN,172,Finland,5.441517,1,2004q3,2004,534,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2004,FIN,172,Finland,7.03727,1,2004q4,2004,537,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2005,FIN,172,Finland,3.293494,1,2005q1,2005,540,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2005,FIN,172,Finland,2.023208,1,2005q2,2005,543,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2005,FIN,172,Finland,4.102925,1,2005q3,2005,546,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2005,FIN,172,Finland,4.283081,1,2005q4,2005,549,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2006,FIN,172,Finland,3.313912,1,2006q1,2006,552,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2006,FIN,172,Finland,4.798417,1,2006q2,2006,555,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2006,FIN,172,Finland,4.160751,1,2006q3,2006,558,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2006,FIN,172,Finland,3.256534,1,2006q4,2006,561,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2007,FIN,172,Finland,2.804844,1,2007q1,2007,564,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2007,FIN,172,Finland,4.036814,1,2007q2,2007,567,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2007,FIN,172,Finland,5.832438,1,2007q3,2007,570,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2007,FIN,172,Finland,3.909659,1,2007q4,2007,573,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2008,FIN,172,Finland,4.310317,1,2008q1,2008,576,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2008,FIN,172,Finland,1.721683,1,2008q2,2008,579,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2008,FIN,172,Finland,1.328779,1,2008q3,2008,582,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2008,FIN,172,Finland,0.06019297,1,2008q4,2008,585,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2009,FIN,172,Finland,3.980995,1,2009q1,2009,588,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2009,FIN,172,Finland,1.156349,1,2009q2,2009,591,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2009,FIN,172,Finland,1.416263,1,2009q3,2009,594,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2009,FIN,172,Finland,1.29654,1,2009q4,2009,597,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2010,FIN,172,Finland,2.434111,1,2010q1,2010,600,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2010,FIN,172,Finland,2.125087,1,2010q2,2010,603,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2010,FIN,172,Finland,0.2136781,1,2010q3,2010,606,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2010,FIN,172,Finland,1.348473,1,2010q4,2010,609,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2011,FIN,172,Finland,-0.302333,1,2011q1,2011,612,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2011,FIN,172,Finland,-0.4324883,1,2011q2,2011,615,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2011,FIN,172,Finland,-0.59794,1,2011q3,2011,618,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2011,FIN,172,Finland,-3.341131,1,2011q4,2011,621,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2012,FIN,172,Finland,-4.955816,1,2012q1,2012,624,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2012,FIN,172,Finland,0.1700508,1,2012q2,2012,627,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2012,FIN,172,Finland,-2.266728,1,2012q3,2012,630,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2012,FIN,172,Finland,-2.075153,1,2012q4,2012,633,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2013,FIN,172,Finland,-2.469109,1,2013q1,2013,636,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2013,FIN,172,Finland,-1.165393,1,2013q2,2013,639,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2013,FIN,172,Finland,-3.141851,1,2013q3,2013,642,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2013,FIN,172,Finland,-2.202459,1,2013q4,2013,645,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2014,FIN,172,Finland,-1.400777,1,2014q1,2014,648,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2014,FIN,172,Finland,-1.265135,1,2014q2,2014,651,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2014,FIN,172,Finland,-2.216139,1,2014q3,2014,654,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2014,FIN,172,Finland,-1.356655,1,2014q4,2014,657,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2015,FIN,172,Finland,-1.344074,1,2015q1,2015,660,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2015,FIN,172,Finland,0.2833209,1,2015q2,2015,663,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2015,FIN,172,Finland,-0.3147424,1,2015q3,2015,666,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2015,FIN,172,Finland,-2.313915,1,2015q4,2015,669,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2016,FIN,172,Finland,-1.150426,1,2016q1,2016,672,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2016,FIN,172,Finland,-1.070246,1,2016q2,2016,675,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2016,FIN,172,Finland,-2.198103,1,2016q3,2016,678,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2016,FIN,172,Finland,-2.541174,1,2016q4,2016,681,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2017,FIN,172,Finland,-0.9522601,1,2017q1,2017,684,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2017,FIN,172,Finland,-0.399327,1,2017q2,2017,687,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2017,FIN,172,Finland,-1.008056,1,2017q3,2017,690,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2017,FIN,172,Finland,-0.5586181,1,2017q4,2017,693,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2018,FIN,172,Finland,-1.728334,1,2018q1,2018,696,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2018,FIN,172,Finland,-1.074443,1,2018q2,2018,699,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2018,FIN,172,Finland,-2.503026,1,2018q3,2018,702,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2018,FIN,172,Finland,-1.69193,1,2018q4,2018,705,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2019,FIN,172,Finland,0.2554136,1,2019q1,2019,708,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2019,FIN,172,Finland,0.3880104,1,2019q2,2019,711,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2019,FIN,172,Finland,-0.4090565,1,2019q3,2019,714,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2019,FIN,172,Finland,0.2624357,1,2019q4,2019,717,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2020,FIN,172,Finland,-1.971412,1,2020q1,2020,720,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2020,FIN,172,Finland,1.215727,1,2020q2,2020,723,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2020,FIN,172,Finland,-0.5384654,1,2020q3,2020,726,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2020,FIN,172,Finland,2.143838,1,2020q4,2020,729,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2021,FIN,172,Finland,0.2327536,1,2021q1,2021,732,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2021,FIN,172,Finland,2.679849,1,2021q2,2021,735,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2021,FIN,172,Finland,1.20252,1,2021q3,2021,738,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2021,FIN,172,Finland,-4.656013,1,2021q4,2021,741,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2022,FIN,172,Finland,-2.327008,1,2022q1,2022,744,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2022,FIN,172,Finland,-3.364342,1,2022q2,2022,747,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2022,FIN,172,Finland,-2.512846,1,2022q3,2022,750,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2022,FIN,172,Finland,-1.53826,1,2022q4,2022,753,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2023,FIN,172,Finland,1.012113,1,2023q1,2023,756,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2023,FIN,172,Finland,-1.081915,1,2023q2,2023,759,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2023,FIN,172,Finland,0.06440417,1,2023q3,2023,762,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2023,FIN,172,Finland,-1.444749,1,2023q4,2023,765,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/2024,FIN,172,Finland,-0.2054753,1,2024q1,2024,768,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4/1/2024,FIN,172,Finland,0.4721516,1,2024q2,2024,771,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7/1/2024,FIN,172,Finland,1.127453,1,2024q3,2024,774,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
10/1/2024,FIN,172,Finland,-1.146887,1,2024q4,2024,777,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1/1/1976,GRC,174,Greece,-3.7544096,4,1976q1,1976,192,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1976,GRC,174,Greece,-2.393577,4,1976q2,1976,195,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1976,GRC,174,Greece,-3.49994,4,1976q3,1976,198,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1976,GRC,174,Greece,-2.9368009,4,1976q4,1976,201,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1977,GRC,174,Greece,-2.1810569,4,1977q1,1977,204,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1977,GRC,174,Greece,-4.2064523,4,1977q2,1977,207,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1977,GRC,174,Greece,-1.9484996,4,1977q3,1977,210,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1977,GRC,174,Greece,-4.0540413,4,1977q4,1977,213,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1978,GRC,174,Greece,-2.9868599,4,1978q1,1978,216,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1978,GRC,174,Greece,-2.0506361,4,1978q2,1978,219,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1978,GRC,174,Greece,-3.1323367,4,1978q3,1978,222,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1978,GRC,174,Greece,-1.2842278,4,1978q4,1978,225,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1979,GRC,174,Greece,-3.101721,4,1979q1,1979,228,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1979,GRC,174,Greece,-3.6479946,4,1979q2,1979,231,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1979,GRC,174,Greece,-4.4878575,4,1979q3,1979,234,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1979,GRC,174,Greece,-3.2680449,4,1979q4,1979,237,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1980,GRC,174,Greece,-4.0066744,4,1980q1,1980,240,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1980,GRC,174,Greece,-4.6534886,4,1980q2,1980,243,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1980,GRC,174,Greece,-2.8454482,4,1980q3,1980,246,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1980,GRC,174,Greece,-5.0678919,4,1980q4,1980,249,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1981,GRC,174,Greece,-4.3205439,4,1981q1,1981,252,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1981,GRC,174,Greece,-5.4646757,4,1981q2,1981,255,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1981,GRC,174,Greece,-4.3214885,4,1981q3,1981,258,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1981,GRC,174,Greece,-5.1416382,4,1981q4,1981,261,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1982,GRC,174,Greece,-2.539016,4,1982q1,1982,264,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
4/1/1982,GRC,174,Greece,-3.0088681,4,1982q2,1982,267,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7/1/1982,GRC,174,Greece,-5.6494074,4,1982q3,1982,270,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
10/1/1982,GRC,174,Greece,-3.7902032,4,1982q4,1982,273,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1/1/1983,GRC,174,Greece,-5.1485263,4,1983q1,1983,276,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
