DATASET,SERIES_CODE,OBS_MEASURE,Country,BOP_ACCOUNTING_ENTRY,INDICATOR,UNIT,FREQUENCY,SCALE,1950-Q1,1950-Q2,1950-Q3,1950-Q4,1951-Q1,1951-Q2,1951-Q3,1951-Q4,1952-Q1,1952-Q2,1952-Q3,1952-Q4,1953-Q1,1953-Q2,1953-Q3,1953-Q4,1954-Q1,1954-Q2,1954-Q3,1954-Q4,1955-Q1,1955-Q2,1955-Q3,1955-Q4,1956-Q1,1956-Q2,1956-Q3,1956-Q4,1957-Q1,1957-Q2,1957-Q3,1957-Q4,1958-Q1,1958-Q2,1958-Q3,1958-Q4,1959-Q1,1959-Q2,1959-Q3,1959-Q4,1960-Q1,1960-Q2,1960-Q3,1960-Q4,1961-Q1,1961-Q2,1961-Q3,1961-Q4,1962-Q1,1962-Q2,1962-Q3,1962-Q4,1963-Q1,1963-Q2,1963-Q3,1963-Q4,1964-Q1,1964-Q2,1964-Q3,1964-Q4,1965-Q1,1965-Q2,1965-Q3,1965-Q4,1966-Q1,1966-Q2,1966-Q3,1966-Q4,1967-Q1,1967-Q2,1967-Q3,1967-Q4,1968-Q1,1968-Q2,1968-Q3,1968-Q4,1969-Q1,1969-Q2,1969-Q3,1969-Q4,1970-Q1,1970-Q2,1970-Q3,1970-Q4,1971-Q1,1971-Q2,1971-Q3,1971-Q4,1972-Q1,1972-Q2,1972-Q3,1972-Q4,1973-Q1,1973-Q2,1973-Q3,1973-Q4,1974-Q1,1974-Q2,1974-Q3,1974-Q4,1975-Q1,1975-Q2,1975-Q3,1975-Q4,1976-Q1,1976-Q2,1976-Q3,1976-Q4,1977-Q1,1977-Q2,1977-Q3,1977-Q4,1978-Q1,1978-Q2,1978-Q3,1978-Q4,1979-Q1,1979-Q2,1979-Q3,1979-Q4,1980-Q1,1980-Q2,1980-Q3,1980-Q4,1981-Q1,1981-Q2,1981-Q3,1981-Q4,1982-Q1,1982-Q2,1982-Q3,1982-Q4,1983-Q1,1983-Q2,1983-Q3,1983-Q4,1984-Q1,1984-Q2,1984-Q3,1984-Q4,1985-Q1,1985-Q2,1985-Q3,1985-Q4,1986-Q1,1986-Q2,1986-Q3,1986-Q4,1987-Q1,1987-Q2,1987-Q3,1987-Q4,1988-Q1,1988-Q2,1988-Q3,1988-Q4,1989-Q1,1989-Q2,1989-Q3,1989-Q4,1990-Q1,1990-Q2,1990-Q3,1990-Q4,1991-Q1,1991-Q2,1991-Q3,1991-Q4,1992-Q1,1992-Q2,1992-Q3,1992-Q4,1993-Q1,1993-Q2,1993-Q3,1993-Q4,1994-Q1,1994-Q2,1994-Q3,1994-Q4,1995-Q1,1995-Q2,1995-Q3,1995-Q4,1996-Q1,1996-Q2,1996-Q3,1996-Q4,1997-Q1,1997-Q2,1997-Q3,1997-Q4,1998-Q1,1998-Q2,1998-Q3,1998-Q4,1999-Q1,1999-Q2,1999-Q3,1999-Q4,2000-Q1,2000-Q2,2000-Q3,2000-Q4,2001-Q1,2001-Q2,2001-Q3,2001-Q4,2002-Q1,2002-Q2,2002-Q3,2002-Q4,2003-Q1,2003-Q2,2003-Q3,2003-Q4,2004-Q1,2004-Q2,2004-Q3,2004-Q4,2005-Q1,2005-Q2,2005-Q3,2005-Q4,2006-Q1,2006-Q2,2006-Q3,2006-Q4,2007-Q1,2007-Q2,2007-Q3,2007-Q4,2008-Q1,2008-Q2,2008-Q3,2008-Q4,2009-Q1,2009-Q2,2009-Q3,2009-Q4,2010-Q1,2010-Q2,2010-Q3,2010-Q4,2011-Q1,2011-Q2,2011-Q3,2011-Q4,2012-Q1,2012-Q2,2012-Q3,2012-Q4,2013-Q1,2013-Q2,2013-Q3,2013-Q4,2014-Q1,2014-Q2,2014-Q3,2014-Q4,2015-Q1,2015-Q2,2015-Q3,2015-Q4,2016-Q1,2016-Q2,2016-Q3,2016-Q4,2017-Q1,2017-Q2,2017-Q3,2017-Q4,2018-Q1,2018-Q2,2018-Q3,2018-Q4,2019-Q1,2019-Q2,2019-Q3,2019-Q4,2020-Q1,2020-Q2,2020-Q3,2020-Q4,2021-Q1,2021-Q2,2021-Q3,2021-Q4,2022-Q1,2022-Q2,2022-Q3,2022-Q4,2023-Q1,2023-Q2,2023-Q3,2023-Q4,2024-Q1,2024-Q2,2024-Q3,2024-Q4,2025-Q1
IMF.STA:BOP(20.0.0),SUR.NETCD_T.CAB.USD.Q,OBS_VALUE,Suriname,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.2,-155.9,-35.4,10.4,29.6,61.8,113.8,15.4,79.6,118.4,95.2,31.3,142.6,23.8,72.9,86.4,11.7,48.5,46.4,4.7,248.3478403,193.298,91.35,117.85,203.2676802,59.4523625,97.03326255,71.55276589,106.9019463,98.28620754,-51.15046788,8.333570407,-40.02223378,-51.79764754,-64.52046343,-39.66533517,-58.17860198,-96.95430329,-101.5617261,-159.6475695,-174.5014122,-202.6928418,-225.0698143,-184.1708878,-84.14091042,-32.48771476,-34.7993723,-9.053933523,48.00047456,57.31657838,22.48719492,-58.64605517,7.478218394507885,-6.768599713,-39.85744103,-79.56542977,-27.11872069,-202.8513966,-120.5066598,-97.77830225,25.77142411145747,30.06968143040347,67.23838071009457,136.7667150577519,116.7465477051256,37.50085353696239,18.69691850438035,3.238166736677646,102.263638,-2.398616012,25.76752840909862,-49.31196476,63.49140939201582,-31.20111165,81.53854439398694,34.14877878859186,-19.49792322,14.86823559736085,24.58750355195177,-10.79161458,
IMF.STA:BOP(20.0.0),BMU.NETCD_T.CAB.USD.Q,OBS_VALUE,Bermuda,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.98,426.09,311.7,276.62,242.3803529,416.3071268,397.7727688,159.6062484,169.6596206,293.9395527,442.8993995,0.246524737,162.631352,178.4214552,66.06391688,174.2444528,76.25377767,224.9008698,174.5093349,220.295088,195.6589223,255.739242,216.510933,199.6876773,186.9588101,277.2153212,255.6734058,207.1404875,235.8165736,318.2166663,189.5773305,97.03909789,195.739305,214.7230095,161.645582,245.4698043,246.3600189,226.5796244,233.4351236,236.5214002,174.5598249,167.9907544,228.6372421,274.7985631,340.7609598,188.0053894,210.66473,200.7690226,314.4528146,176.3193197,213.9822429,184.1926872,201.0307067,159.9727362,245.9087794,231.7888238,187.9470299,274.5605038,179.7184316,211.623665,289.9335765,282.1151558,164.8461719,225.3628951,347.0248818,350.8108025,266.1939129,170.7684951,311.1458039,400.7894914,393.2448993,215.1143627,495.7201586,566.5859514,269.2573648,,
IMF.STA:BOP(20.0.0),FIN.NETCD_T.CAB.USD.Q,OBS_VALUE,Finland,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-669.7317283,-595.1599288,-533.2626558,-341.9715885,-358.325388,-130.6252147,-336.1315745,-289.1126932,10.73954422641886,-297.1246007,106.0927801571296,81.21134229140822,66.38464042893159,110.5102280939561,156.0735602804819,347.4370767459141,145.4697986859995,88.01466912848588,-231.3102371,-165.0013264,-180.4571226,-431.1409397,-648.5374773,-142.6307449,163.2873525326024,-196.4396285,-280.1257678,-164.9053448,172.6922507323008,-159.51898,-486.5715485,-449.6768237,-220.8862721,-277.7743958,-390.093425,-235.5156431,144.4617245717278,-18.9093853,-183.733464,37.54516416191023,-139.0474683,-119.2441849,-1.997103091,-545.9699529,-600.5994591,-44.98717573,-273.4738422,225.7517084,-476.7391481,-454.1944723,-186.9996693,-613.5410598,-623.884894,-791.2146418,-983.1242409,-295.6557677,-908.6701108,-1505.22348,-1734.386451,-1648.780557,-1448.31093,-1824.181266,-1622.081502,-2067.695321,-2379.785389,-1926.233288,-1052.400997,-1448.953732,-1874.53595,-1511.495041,-853.5960686,-876.2803452,-1042.981693,-458.6882814,124.1991740754924,242.4667482014307,-24.80896502,359.2451258429855,770.5296574879407,5.477966634969369,717.2880449084684,1190.333837005795,1193.912023868953,2129.822892345731,533.7418710458461,1352.412646530793,1433.430693629639,1682.995208259757,682.0168810983503,1419.762802836416,2069.571840864184,2461.448838973129,1284.237257,1476.224541812288,2084.644097891419,2494.523220095992,964.5882857,1690.002779999988,2249.175500000071,3140.974034,2368.471990769209,1359.670050000042,3515.040946154006,3283.916603174645,3246.026137500006,1448.379452,2956.589224615497,4431.019339682718,2668.229091128892,1875.324812857223,3336.727739151466,4211.523441124997,1827.89758,1173.586523290276,2422.880564333321,3114.941028640625,3029.033466000001,795.6314959841025,3250.585516606116,5481.499014303082,2504.026094064424,-1037.167391,2986.647709151485,3329.295726374999,2007.843569230706,687.0009774193569,3552.739821538396,2310.627715873105,1542.559648437499,78.19204516,5270.008929230653,3569.369649999998,2460.5621,-938.8897125,3131.952295,2394.717989062501,422.1267428571372,-830.1819242,1583.347131818131,4148.586216923143,-351.2586159,-471.4485444,644.2286575757608,3652.387215151522,-801.6415906,-2744.291052,614.5258181818051,-1360.28808,-2890.364885,-1709.415571,-73.76443231,-1129.420256,-1527.96779,-1912.323276,-668.7102879,-960.8516594,-1439.482965,-2184.118621,-477.2012727,263.7087890625001,-1269.163,-1199.219,576.94635,-236.5784862,-1056.814906,-2511.419495,-366.2542424,-798.4195313,-314.1150923,-2092.946095,377.0490692307718,472.1316714285659,-878.8882143,-3498.216038,-658.2022708,549.0194125,183.9949714285667,-3903.7338,777.2477545454373,2528.630674999999,-1554.751922,-1479.197529,586.7931242424212,3878.112898461664,-591.580181,-220.6695333,2053.466960606088,-280.1638106,-2501.356156,-5821.519219,-231.6009394,1528.737087499999,-72.96441846,-4008.516197,1155.921646153887,1346.029174603206,-1036.926873,-1759.35633,2250.509836363729,1476.166025,
IMF.STA:BOP(20.0.0),CSK.NETCD_T.CAB.USD.Q,OBS_VALUE,Czechoslovakia,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMF.STA:BOP(20.0.0),ROU.NETCD_T.CAB.USD.Q,OBS_VALUE,Romania,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-526,-237,-73,-176,-454,-352,135,-835,-424,-201,-144,-405,-93,-35,112,-412,-362,-480,-276,-656,-493,-576,-523,-979,-205,-542,-353,-1004,-232,-855,-778,-1052,-298,-500,58,-557,-120,-481,-176,-578,-437,-824,33,-1001,-246,-637,-44,-598,-205,-1238,-411,-1457,-858,-1646,-1292,-2586,-1336.186724,-2502.795861,-1937.257252,-2764.31538,-1582.518482,-3570.109712,-3278.613826,-4583.93619,-3794.345469,-6178.306458,-5807.616593,-8144.038507,-5245.084764,-9033.582888,-6399.468494,-4307.935155,-786.8402319,-2849.749908,-1698.598605,-2898.945691,-2303.267475,-3296.913799,-1457.050096,-1421.219486,-1026.497919,-4188.006408,-2261.208146,-1800.832971,-1520.047395,-2890.277831,-2257.969303,-1531.773406,-121.3319417,146.4081014462626,-907.409617,-1276.563217,240.3943684829794,-1043.028407,-289.6651091,410.3185108000789,1483.816587997302,-1566.122114,-765.1920516,-286.5052583,-324.0445469,-2231.286711,-826.9724343,-514.8220871,-774.8773307,-3038.265183,-1445.610198,-1453.68498,-1143.159007,-3367.446311,-3851.160229,-2778.743725,-1605.035028,-3544.038015,-4107.34565,-2921.945176,-1258.742866,-3407.746222,-4307.94971,-3908.787614,-3136.626518,-5715.218065,-6156.629002,-5557.567259,-5971.633888,-7555.076525,-8805.795795,-4993.338626,-4348.294017,-5839.813945,-7242.933464,-7029.471589,-4559.401187,-8057.239349,-9344.12109,-10027.1576,
IMF.STA:BOP(20.0.0),LUX.NETCD_T.CAB.USD.Q,OBS_VALUE,Luxembourg,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990.0594975510932,872.8709319801563,-170.8942164,-2.780013611,254.0727499717725,-89.64545557,1010.085038972289,973.3130293613874,1195.252580319375,-237.936923,526.7428034286393,1042.305693174507,869.7273834933359,-12.76624275,1190.685579466976,561.4755802,772.950025,200.9116264920684,1272.990657866914,605.2307887069774,660.1571049207419,709.8078784070543,1176.167690027503,831.3738965169402,1372.093000708061,768.0716644301245,1164.784280128979,354.3697775791688,1349.190477230277,1429.244626,986.9629103104186,-760.8716103,1267.343170112069,307.8688344945525,1092.974157984148,600.2657979578042,935.0181233979447,692.6162466511596,923.2000204253865,922.3798121497987,2446.279476,-1605.666781,2683.336321787548,-382.4460351,-1473.421649,-261.3720649,2153.956546486072,2973.721289914956,-588.2776054,1580.369857975037,2112.924813626539,286.0786482257813,-397.5760971,2228.693774060522,2956.109908,-1410.366355,-4.259284754,1988.551689325345,1037.436707118458,1591.759145206055,1917.697902975014,2229.608442479695,-884.5209056,798.4469619971906,1772.005875832807,928.4326476651466,2009.816171740577,1204.007511,2496.791063987136,3956.894883970501,1840.866077,-2271.023457,-238.7101915,278.437367,1101.904269044255,2615.146632726657,3112.861710185543,801.7854659982149,1262.888292842888,416.1699991403047,1206.003770804678,195.0686573378654,4150.956613962727,1956.883780828974,439.5402974804711,98.21975461313708,6208.200814104398,3114.633748894303,2021.707438437864,674.6975801,6250.600424089638,3929.662520841088,
IMF.STA:BOP(20.0.0),GX126.NETCD_T.CAB.USD.Q,OBS_VALUE,Belgium-Luxembourg,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMF.STA:BOP(20.0.0),SXM.NETCD_T.CAB.USD.Q,OBS_VALUE,"Sint Maarten, Kingdom of the Netherlands",Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.11692737,32.83798883,-20.97206704,-24.19553073,7.816201117,98.17877095,11.45586592,-35.65921788,18.65363128,71.66424581,-35.93854749,-40.62569832,9.217877095,11.70391061,-29.44134078,-44.57541899,-48.48603352,59.93854749,-19.59776536,-20.56424581,-1.558659218,47.41340782,-33.6424581,-46.56424581,6.212290503,34.72290082,6.447143737,6.118556358,-0.181300844,47.11902887,10.78523385,-41.72482907,58.49307594,-20.47825397,-92.87854809,-89.24391137,37.56171492,-2.730528162,-73.60624487,-101.6883169,-112.43316,-153.5751992,-74.48746894,-106.2045668,22.80440899,2.898966743,-41.30363178,-28.42042287,9.84133076,24.81997526,-29.66909607,-67.58016378,-44.26357543,,,,,
IMF.STA:BOP(20.0.0),GIN.NETCD_T.CAB.USD.Q,OBS_VALUE,Guinea,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-94.89,-69.7,-145.23,-93.54,-6.03,-124.66,-97.73,-98.47,-100.77,-172.74,-409.53,-478.34,-256.84,-118.97,-375.34,-287.47,-75.98,-256.38,-154.92,-702.49,-416.7107134,-310.9494665,-153.4984103,-100.5181336,-285.7398505,-347.5210118,-320.9934041,-65.94337479,197.5712509,-510.479945,-120.5838538,-2311.44,-8.79,216.6,-573.3,884.84,-170.74,-43.87,47.29,-23.15,30.13,93.28,-327.09,-110.94,-75.72,865.17,1207.02,688.28,161.75,1170.84,1065.87,2240.27,1045.1,1038.82,369.19,897.13,896.72,312.91,-129.23,1207.54,-1020.46,316.23,,,
IMF.STA:BOP(20.0.0),BTN.NETCD_T.CAB.USD.Q,OBS_VALUE,Bhutan,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.63365601870404,7.084626718,24.61672028849963,32.60286582661297,56.83936921875635,-32.57850155,-104.5788384,-32.16940471,66.89724854518788,-70.64963677,-81.80253539,19.61425486321767,13.63885224118053,-114.6619789,-144.8089622,-77.26501925,28.32574302736607,-131.1049702,-221.9435502,-201.4918864,2.353154862228657,-56.2848669,-186.0315162,-137.0735581,-43.18557712,-202.8161338,-146.7007166,-79.48946012,-57.72125064,-143.0219677,-168.6569337,-120.8818641,-48.43074898,-120.649765,-254.3832731,-124.8623123,-81.12160481,-182.9904953,-158.4301643,-200.1480416,-48.19899385,-118.1565055,-213.5540449,-160.5103054,-55.46666723,-161.0253604,-183.0660687,-78.59542358,-78.6211282,-171.5651578,-129.1052892,-121.5099905,-7.589627741,-95.60766457,-229.3793777,-48.57591087,46.31317347,-117.7034565,-160.4963164,-87.39271003,-126.89839,-184.3161624,-205.766548,-288.7420729,-226.0308877,-275.1030996,-309.3121725,-152.6755717,-96.02650358,-195.8516422,-241.4697854,-136.4184827,-13.79864569,,
IMF.STA:BOP(20.0.0),LBN.NETCD_T.CAB.USD.Q,OBS_VALUE,Lebanon,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1077.3833,-991.2985921,-922.0192256,-1550.134386,-399.0278754,-671.44886,-839.8197578,-3228.090596,-1010.571085,-1858.071437,-1383.480738,-153.4726536,-871.4270037,-425.7884397,-613.0228412,-837.7625935,-564.4968176,-88.08374934,-140.1750235,-323.6079059,-339.5312396,-272.8078507,-70.98899491,-921.4501707,-827.173321,-204.0172099,-1754.193562,-1317.273903,-540.0592655,-2170.654781,-1776.541141,-2253.681235,-1562.077256,-1509.857905,-2306.738689,-2173.377174,-1181.54055,-961.5966637,-1460.018201,-1920.39076,-3571.007811,-1378.608889,-2627.33164,-2739.803334,-3460.476019,-2750.338501,-2926.952759,-2822.018318,-3241.788975,-3068.763422,-3505.793375,-2798.964135,-2161.021214,-1989.13156,-1629.032837,-2762.594596,-2472.098675,-2530.584326,-3256.086883,-2215.188135,-2917.206772,-2959.324856,-2456.402262,-3800.968199,-3190.819636,-3161.576974,-3916.308647,-3098.190555,-2865.660418,-2991.920013,-2883.573821,-2523.442238,-1198.951573,-503.7297538,-102.8283934,-973.0568517,-1206.96978,-1283.393647,-988.3724286,-1077.750704,-1150.159173,-2064.528061,-2305.234348,-1744.763633,-1296.183754,-1461.540712,-1439.946104,-1445.158563,,,,,
IMF.STA:BOP(20.0.0),PER.NETCD_T.CAB.USD.Q,OBS_VALUE,Peru,Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-237.4,-262.7,-175.1,-247.5,-77.7,-109.8,-50.4,45,-23.7,139.8,256,357.4,189.6,-80.7,-55.8,-154.2,-343,-486,-318,-580.76254,-530,-305,-299.8207254,-474,-219,-188,-66.00291876,-399,-50.4,-57.4,29.59109096,-154.3,,,,,,,,,,,,,,,,,,,,,,,,,-245,-403,-417,-439,-459,-446,-315,-666,-424.0715483,-636.4045001,-663.4630309,-740.3535292,-493.484381,-680.1547247,-540.7886213,-986.8374909,-990.2006662,-1184.091259,-1129.783533,-1320.464484,-653.172968,-1046.378034,-907.8286922,-1036.49942,-622.6798196,-749.0989594,-895.4769397,-1100.788024,-1026.17249,-1041.054755,-732.5155079,-536.226748,-311.1105141,-383.4105473,-241.5330198,-443.8589665,-380.4885594,-514.6077245,-117.975552,-532.7566845,-549.8123388,-295.0477241,-179.3385168,-178.6127501,-339.7332079,-288.1986833,-194.4204575,-287.9554461,-500.1077369,-140.1970955,-198.268291,-109.9582061,-85.85832081,-172.9265727,210.7218234,67.34995024,148.0726067,114.8034596,391.0658007,493.668362,-185.569422,477.9758643,1333.691223,1246.391359,2.383563124,274.3457344,444.7519216,738.8635669,-962.8001027,-1836.520018,-1441.743106,-1076.56933,-631.5165214,-206.1825154,-59.04498035,173.8737064,-939.8967822,-644.8508645,-1232.391443,-747.2943716,-1329.638565,-1467.989728,-130.1980487,-445.9556931,-697.802826,-1699.965323,-1994.025041,-985.9879525,-2818.080186,-2731.797004,-2775.57927,-1262.165186,-2572.135066,-3028.120472,-1748.208824,-1250.155736,-2953.605328,-2301.510992,-2325.114646,-1166.759008,-2122.057501,-1600.96876,-1010.288356,503.7501111,-1082.410108,-106.060258,-286.5264417,-335.0706869,-1086.034214,-501.5952416,-1180.77508,159.5331119,-1650.558287,-534.1156056,-656.8136813,1417.76622,-293.4538235,45.73335096,914.9405565,1222.69113,-1523.215165,-1761.523354,-968.1443909,-421.3921741,-3719.309508,-2580.117346,-2951.858185,-491.963066,-849.6924324,611.5805387,521.9163905,1935.549509,764.8421176,1672.286356,1870.086139,,
IMF.STA:BOP(20.0.0),MRT.NETCD_T.CAB.USD.Q,OBS_VALUE,"Mauritania, Islamic Republic of",Net (credits less debits),Current account balance (credit less debit),US dollar,Quarterly,Millions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-380.1586661,-208.7362058,-214.6660214,-422.5313931,-154.3825046,-306.9706231,-314.1690947,-486.236747,-237.8036021,-594.0216409,-292.5701581,-348.7228263,-330.8761067,-244.1331141,-199.7112436,-181.2264737,-247.8788329,-263.2510309,-61.67746514,-133.9781874,-124.3902402,-231.4226781,-246.1800195,-107.007752,-176.2815951,-394.7159011,-265.84599,-136.0429538,-236.2604102,-157.0825996,-179.4034551,-258.359937,-381.5729378,-239.4273259,51.46063426,-6.635457243,-73.21914508,-265.6985788,-51.51982924,-417.4244396,-151.7504616,-325.2154368,-352.8363561,-594.2932065,-425.5429302,-158.6983967,-276.4976653,-105.7668611,,,,,
